company,month,market_condition,budget,marketing_spend,rnd_spend,pricing_strategy,product_quality,customer_base,action_taken,action_intensity,revenue,profit_margin,market_share,innovation_score
GammaRetail,16,growth,200815,9622,191481,1.2,7.02,60047,price_cut,1,1086217,0.07,0.3562,5.08
DeltaHealth,3,stagnation,517628,67330,272350,1.19,4.47,29099,marketing_blitz,9,916559,0.28,0.2455,2.94
AlphaCorp,17,stagnation,121863,86886,7273,0.97,2.86,70263,launch_product,3,1459504,0.36,0.5096,7.46
GammaRetail,9,recession,359498,176539,119338,0.96,1.33,7118,marketing_blitz,6,1219489,0.4,0.9056,1.35
BetaTech,3,recession,207986,31775,191491,1.01,6.21,34790,invest_rnd,10,1647369,0.06,0.9654,1.22
AlphaCorp,20,growth,534276,42167,197344,1.07,7.33,70863,price_cut,7,772016,0.35,0.8234,8.84
AlphaCorp,7,recession,89709,147146,189613,0.91,4.37,98891,marketing_blitz,6,873447,0.32,0.1941,3.46
AlphaCorp,18,growth,536758,126031,56663,1.06,2.72,5619,expand_market,10,1577885,0.05,0.2531,1.04
GammaRetail,12,recession,541824,90935,192531,0.92,2.46,36067,marketing_blitz,5,1494587,0.28,0.4134,5.34
BetaTech,19,stagnation,117933,62909,26951,1.06,3.39,15692,expand_market,10,80246,0.29,0.5292,9.2
AlphaCorp,16,stagnation,568096,1579,198673,1.06,8.2,58294,launch_product,8,943846,0.08,0.204,2.11
DeltaHealth,22,growth,327842,62689,21887,0.8,2.36,94082,marketing_blitz,9,354405,0.18,0.0363,4.36
AlphaCorp,24,growth,727811,161346,130382,1.15,4.91,18796,expand_market,3,748230,0.27,0.4723,4.49
AlphaCorp,17,stagnation,555296,161146,14772,0.88,6.87,20976,expand_market,10,1891413,0.16,0.6512,5.81
GammaRetail,20,stagnation,155463,72705,98949,1.2,8.63,70910,price_cut,7,552335,0.24,0.9797,6.31
GammaRetail,15,stagnation,717777,156387,42655,1.02,5.61,97214,expand_market,4,16183,0.13,0.6016,5.95
BetaTech,1,recession,869386,144369,212160,0.95,7.12,50542,launch_product,6,1332000,0.28,0.2639,8.47
DeltaHealth,2,recession,899316,65101,177324,0.84,5.6,88505,launch_product,7,927767,0.11,0.7229,8.56
GammaRetail,8,recession,475455,87014,129674,1.07,7.82,77980,expand_market,1,1513765,0.13,0.1068,2.52
AlphaCorp,22,recession,379244,43480,165120,0.94,8.07,88606,marketing_blitz,6,714335,0.31,0.6836,1.54
BetaTech,2,growth,744941,184705,18184,1.19,8.03,51642,marketing_blitz,5,581855,0.09,0.4414,4.96
AlphaCorp,19,growth,936645,114799,129509,1.14,7.62,44007,marketing_blitz,10,1233783,0.23,0.9649,4.76
AlphaCorp,9,recession,535610,16183,296534,0.85,8.28,43750,invest_rnd,2,1879334,0.32,0.7223,4.02
GammaRetail,9,growth,681061,15879,79020,0.98,8.21,34693,invest_rnd,10,82076,0.32,0.4584,8.69
BetaTech,13,recession,723226,99399,279372,0.98,8.77,85333,expand_market,10,1264315,0.23,0.6861,7.1
DeltaHealth,6,recession,762416,144148,136705,1.08,5.2,1946,launch_product,8,1757551,0.33,0.1235,8.03
DeltaHealth,15,stagnation,71266,135582,15083,0.91,8.99,91221,launch_product,8,1389830,0.19,0.948,6.57
GammaRetail,19,recession,269970,190947,143850,1.13,1.67,66874,expand_market,7,306871,0.39,0.6731,1.11
GammaRetail,21,growth,948279,186099,209383,1.18,4.22,9532,price_cut,3,1846730,0.21,0.1666,3.27
BetaTech,15,recession,223909,72343,176146,1.02,9.31,26224,launch_product,7,845966,0.39,0.3397,4.97
DeltaHealth,18,stagnation,818273,34382,14713,1.17,4.73,74374,expand_market,6,579434,0.34,0.5405,1.68
DeltaHealth,7,growth,718012,164002,131584,0.93,8.78,88133,launch_product,7,1350024,0.05,0.1857,7.25
DeltaHealth,11,stagnation,850221,73740,10648,0.93,5.98,3394,invest_rnd,10,1031652,0.16,0.9191,2.24
AlphaCorp,8,recession,688912,139449,246686,1.09,3.32,60476,expand_market,7,693960,0.16,0.3258,4.91
DeltaHealth,6,recession,455971,139095,194958,0.98,1.88,53956,price_cut,6,346450,0.11,0.8636,9.07
AlphaCorp,8,recession,92608,176518,168149,0.91,7.27,40091,expand_market,1,175972,0.16,0.6941,1.15
BetaTech,2,recession,215764,146378,172403,0.92,3.01,31562,marketing_blitz,2,1235818,0.18,0.748,4.66
AlphaCorp,19,growth,604955,140006,68207,1.13,6.19,7585,price_cut,4,1143582,0.32,0.1631,9.3
BetaTech,16,recession,904666,128106,36181,1.06,4.54,42680,price_cut,2,1219719,0.38,0.9274,8.86
DeltaHealth,7,stagnation,553511,74540,180955,1.12,7.03,96842,launch_product,5,1387391,0.25,0.0219,2.34
DeltaHealth,10,growth,97929,44105,195672,0.97,6.6,51548,price_cut,6,1435762,0.37,0.1063,2.1
BetaTech,12,growth,436321,22946,160721,1.18,6.47,83448,launch_product,8,958264,0.31,0.2286,9.43
GammaRetail,17,growth,501911,176049,258444,1.16,5.64,82459,expand_market,6,521098,0.32,0.7683,4.97
BetaTech,7,stagnation,814764,174804,154344,0.81,7.2,92658,invest_rnd,6,367797,0.37,0.948,3.04
GammaRetail,22,stagnation,273415,6634,288299,0.95,7.43,86990,marketing_blitz,9,1848871,0.17,0.6221,7.3
AlphaCorp,8,stagnation,130789,27242,294579,0.83,2.9,16902,price_cut,3,1448094,0.15,0.4975,5.89
AlphaCorp,7,stagnation,129671,88259,55541,0.9,6.36,63396,invest_rnd,8,1840265,0.3,0.6487,10.0
AlphaCorp,4,recession,797500,49489,9746,1.17,1.12,22623,invest_rnd,1,27354,0.15,0.0257,7.49
DeltaHealth,3,recession,894993,122786,199708,1.16,5.65,5856,launch_product,1,415355,0.23,0.0211,3.05
AlphaCorp,19,stagnation,394335,193539,92384,0.82,8.15,66068,launch_product,2,1690866,0.16,0.6364,2.56
GammaRetail,15,stagnation,166011,8048,163184,0.81,1.54,94598,marketing_blitz,8,331260,0.15,0.9013,8.87
AlphaCorp,4,recession,418199,93828,191402,1.06,3.9,49895,expand_market,5,1772236,0.16,0.4512,8.15
BetaTech,9,recession,589405,108017,51246,0.89,1.33,31313,launch_product,3,1149389,0.39,0.5755,8.89
BetaTech,13,stagnation,134872,67458,243668,0.8,6.09,39461,expand_market,10,1976374,0.34,0.1258,5.68
DeltaHealth,18,growth,66714,29606,234187,1.13,9.34,83021,expand_market,7,1268203,0.28,0.0054,5.82
BetaTech,21,growth,481855,119892,225587,0.95,3.92,75299,invest_rnd,2,1163516,0.13,0.4504,1.81
GammaRetail,16,stagnation,454075,55077,76399,0.97,4.29,4306,price_cut,10,1190859,0.15,0.1706,1.6
AlphaCorp,1,growth,257346,192071,267437,0.84,2.92,17258,invest_rnd,2,680966,0.38,0.1796,5.7
DeltaHealth,4,recession,258271,30329,271412,0.99,7.63,34066,marketing_blitz,1,492883,0.23,0.8249,4.56
AlphaCorp,18,growth,811228,171325,25442,1.11,5.56,12193,price_cut,1,167287,0.07,0.8627,8.48
AlphaCorp,8,stagnation,453243,77848,125232,0.92,3.49,85360,invest_rnd,7,906474,0.31,0.8316,3.51
GammaRetail,20,growth,540595,87681,114929,1.13,1.38,62024,marketing_blitz,10,773644,0.15,0.6327,1.09
BetaTech,16,growth,306080,95980,294964,1.06,8.67,48074,price_cut,10,1558108,0.1,0.8132,7.7
BetaTech,21,growth,664157,91440,228030,0.97,7.22,91105,expand_market,10,674587,0.31,0.5751,6.66
AlphaCorp,11,recession,423596,73235,7951,1.0,9.79,85438,marketing_blitz,3,383945,0.13,0.0866,8.93
DeltaHealth,20,recession,180041,39123,157217,0.84,6.05,31440,expand_market,8,978243,0.34,0.2571,5.33
BetaTech,21,recession,581472,13183,61170,1.16,9.63,37074,price_cut,5,906718,0.31,0.6557,7.26
DeltaHealth,21,stagnation,991760,2464,125444,1.16,7.27,49954,marketing_blitz,2,599966,0.39,0.5281,9.35
BetaTech,21,growth,884771,127072,106234,0.95,4.87,9596,marketing_blitz,6,1912049,0.31,0.1093,6.52
DeltaHealth,19,recession,94896,146655,269860,1.06,3.1,58066,invest_rnd,7,1713299,0.18,0.9909,6.64
GammaRetail,23,recession,68557,101338,11966,1.11,1.54,40676,expand_market,3,84917,0.35,0.6683,1.77
DeltaHealth,19,growth,998021,70126,92745,1.13,1.05,79691,expand_market,7,1389249,0.17,0.612,9.25
GammaRetail,18,stagnation,414157,65531,8375,1.09,8.48,2602,marketing_blitz,6,794918,0.2,0.9883,1.25
GammaRetail,19,growth,246737,189918,101006,1.0,6.61,70573,marketing_blitz,7,1163562,0.2,0.0228,7.49
DeltaHealth,11,stagnation,262624,154963,170450,1.08,2.68,63755,launch_product,2,1541207,0.07,0.5735,7.02
GammaRetail,3,growth,105039,173520,103426,1.18,7.17,25938,invest_rnd,1,1248953,0.36,0.3799,2.01
AlphaCorp,8,recession,510310,185061,256138,0.99,9.25,67797,expand_market,8,1956047,0.15,0.0823,4.98
GammaRetail,20,recession,519205,2426,53732,0.83,1.51,40532,expand_market,8,1763312,0.17,0.9397,7.33
BetaTech,19,recession,921552,180444,216060,1.12,8.24,81638,marketing_blitz,9,164451,0.17,0.3599,1.71
DeltaHealth,10,stagnation,981339,197066,65295,1.09,8.52,75913,expand_market,8,1163419,0.33,0.5658,5.36
AlphaCorp,16,growth,86492,166439,46127,0.92,6.87,26989,price_cut,7,1609809,0.3,0.2229,1.79
DeltaHealth,5,stagnation,626973,183058,30104,1.04,9.43,14226,marketing_blitz,3,714145,0.37,0.5473,4.48
BetaTech,20,recession,956185,147219,286317,0.83,9.7,72554,expand_market,3,1391626,0.19,0.8375,7.94
BetaTech,9,stagnation,436827,177792,190707,0.99,7.96,19562,price_cut,1,275059,0.27,0.097,2.86
BetaTech,8,stagnation,552840,10232,189201,0.96,2.51,88203,marketing_blitz,6,1956499,0.3,0.521,1.61
GammaRetail,11,stagnation,54693,82958,147721,0.9,1.75,41243,launch_product,5,1870653,0.14,0.3903,4.15
GammaRetail,16,growth,622689,28288,87164,0.86,4.81,66874,expand_market,3,1774828,0.29,0.9454,7.43
DeltaHealth,7,stagnation,206262,85834,252708,0.94,4.61,88247,invest_rnd,6,1932137,0.34,0.3228,6.92
DeltaHealth,15,stagnation,700578,157397,232056,1.17,2.29,85169,price_cut,2,1553233,0.26,0.5505,4.77
AlphaCorp,24,stagnation,213677,87977,71888,1.01,1.36,74376,marketing_blitz,9,695092,0.35,0.7848,5.3
AlphaCorp,21,recession,727006,163100,219721,0.88,3.24,46184,expand_market,7,232838,0.17,0.891,2.11
DeltaHealth,20,recession,226550,198276,149184,1.13,3.6,9519,expand_market,9,872578,0.27,0.089,2.41
GammaRetail,23,growth,339101,137422,189488,0.91,9.31,92435,expand_market,9,450495,0.1,0.7431,4.88
BetaTech,17,recession,166552,20137,268261,1.12,9.82,70025,launch_product,8,1399021,0.14,0.7718,4.86
DeltaHealth,6,growth,525076,137441,250632,0.81,9.87,89740,expand_market,4,1490324,0.36,0.7291,9.11
AlphaCorp,15,recession,270292,136945,38226,1.17,8.31,52338,invest_rnd,2,754369,0.15,0.2111,1.31
GammaRetail,8,growth,422567,93161,136590,1.01,7.94,34276,invest_rnd,1,543178,0.35,0.1503,4.69
DeltaHealth,7,growth,220247,119234,140303,1.11,9.44,56562,launch_product,9,1083305,0.18,0.3167,1.31
DeltaHealth,2,growth,87010,169588,31461,0.93,4.06,58831,launch_product,10,701197,0.34,0.972,7.62
GammaRetail,13,recession,322395,165021,114065,1.14,5.84,38745,price_cut,3,139928,0.22,0.2565,2.74
DeltaHealth,23,stagnation,72343,138217,63477,1.08,6.29,15755,expand_market,7,984131,0.38,0.6632,8.95
GammaRetail,6,recession,924375,86161,275529,0.82,6.17,74779,expand_market,7,514398,0.09,0.7676,2.11
BetaTech,5,stagnation,121734,145653,245498,0.82,4.89,62036,marketing_blitz,9,1613932,0.24,0.6207,1.51
GammaRetail,20,recession,146485,26552,233046,0.94,9.78,82084,price_cut,8,1881098,0.06,0.5059,8.13
GammaRetail,1,stagnation,688931,85843,55401,0.82,3.88,24651,launch_product,5,974595,0.34,0.9456,8.18
GammaRetail,18,recession,536632,109592,81098,0.82,2.99,5846,marketing_blitz,7,269050,0.13,0.87,7.52
DeltaHealth,15,growth,346529,57291,26763,0.95,7.64,73499,launch_product,2,1362074,0.33,0.2715,4.46
DeltaHealth,23,growth,88848,82825,24032,0.89,9.26,86091,invest_rnd,7,1782078,0.3,0.9747,1.97
GammaRetail,10,growth,422682,100612,275264,0.94,9.71,52932,invest_rnd,3,1057526,0.18,0.4044,7.18
DeltaHealth,3,stagnation,686462,146262,52030,0.96,8.23,81997,launch_product,5,775020,0.36,0.7893,8.94
AlphaCorp,5,stagnation,969403,140643,131871,0.83,4.45,49163,invest_rnd,10,1230812,0.07,0.3065,6.4
AlphaCorp,24,growth,786034,63230,105836,1.04,8.33,36636,invest_rnd,7,157880,0.06,0.9113,9.9
DeltaHealth,13,stagnation,150338,177911,258110,0.94,7.86,30187,marketing_blitz,4,1607916,0.12,0.9213,6.45
DeltaHealth,8,growth,815427,108718,174518,1.1,4.62,90761,launch_product,1,540540,0.15,0.0596,1.26
GammaRetail,22,recession,850415,58408,195234,1.2,1.94,16018,marketing_blitz,4,33068,0.19,0.114,4.86
BetaTech,21,stagnation,72706,156308,182809,0.95,8.69,8993,price_cut,7,1325346,0.39,0.6175,1.14
DeltaHealth,2,stagnation,286905,196936,141152,1.1,3.75,2716,invest_rnd,7,956984,0.08,0.9421,3.34
AlphaCorp,9,recession,778271,143464,262842,0.92,2.02,87612,launch_product,2,1223047,0.4,0.1643,8.64
GammaRetail,17,stagnation,70357,27891,266974,1.12,9.88,70821,marketing_blitz,4,1932564,0.27,0.067,5.08
DeltaHealth,18,stagnation,863960,60478,261443,1.07,9.33,86849,invest_rnd,2,1230415,0.2,0.531,7.23
AlphaCorp,13,stagnation,79223,39488,253760,0.9,7.81,61735,price_cut,6,1540773,0.08,0.8474,5.94
AlphaCorp,1,recession,99877,144326,238080,0.98,1.61,79217,expand_market,10,64268,0.08,0.2528,7.83
BetaTech,12,growth,807167,70463,59785,1.12,7.51,7328,price_cut,7,397967,0.38,0.3445,7.05
GammaRetail,20,growth,94487,94577,198636,1.08,6.95,53682,price_cut,2,138040,0.21,0.598,6.49
GammaRetail,20,recession,950599,3497,225125,0.81,3.22,48168,invest_rnd,3,984880,0.24,0.8469,5.97
BetaTech,21,recession,713391,135048,193556,0.8,5.13,54209,expand_market,8,1197945,0.22,0.2308,3.98
BetaTech,5,recession,731113,198348,186415,1.1,9.68,84469,invest_rnd,10,1318015,0.13,0.9143,8.48
GammaRetail,8,growth,930629,148926,184589,0.98,1.16,94012,launch_product,4,976776,0.37,0.8881,4.01
GammaRetail,15,recession,127137,182889,34195,1.0,5.22,62415,invest_rnd,6,220782,0.31,0.776,9.74
DeltaHealth,3,growth,265332,143979,52590,1.19,6.25,66643,launch_product,10,634427,0.31,0.8876,3.76
DeltaHealth,6,recession,322819,185214,115122,0.85,8.81,7402,marketing_blitz,7,970355,0.11,0.2959,2.42
BetaTech,13,stagnation,482523,30436,106891,0.81,7.35,22460,invest_rnd,7,640679,0.13,0.152,6.91
DeltaHealth,12,growth,619509,25685,167980,0.88,1.9,91372,price_cut,10,1324040,0.34,0.5892,9.86
AlphaCorp,19,growth,560945,176912,129043,1.09,4.4,77201,invest_rnd,1,854003,0.33,0.1398,5.05
DeltaHealth,18,recession,995603,120077,207641,0.87,2.12,2713,expand_market,10,260857,0.22,0.8166,1.21
DeltaHealth,24,stagnation,276063,112927,168772,1.01,9.38,11215,price_cut,9,1628642,0.19,0.5738,3.85
AlphaCorp,1,growth,139020,178355,159094,1.14,7.22,42423,invest_rnd,2,796282,0.27,0.7127,2.77
BetaTech,7,recession,362855,63891,165423,1.14,3.25,54566,price_cut,3,1561764,0.1,0.775,3.65
AlphaCorp,12,stagnation,754461,67495,119026,0.88,2.27,15977,launch_product,8,1653218,0.08,0.7572,6.63
DeltaHealth,10,growth,984288,68095,22325,1.16,2.11,84014,launch_product,4,930588,0.21,0.9516,5.78
BetaTech,12,recession,873410,16677,263287,1.2,5.6,56939,expand_market,6,578404,0.11,0.0656,6.73
DeltaHealth,11,stagnation,865454,129398,71870,1.19,3.36,46371,invest_rnd,9,1464380,0.09,0.8626,6.93
AlphaCorp,4,growth,659539,53925,132783,1.16,9.71,51981,price_cut,9,1626774,0.15,0.2952,7.29
AlphaCorp,19,growth,798337,111857,160888,0.83,4.53,33999,launch_product,6,1117702,0.24,0.7417,6.05
DeltaHealth,6,stagnation,349883,114633,197294,1.05,9.94,15727,expand_market,4,442625,0.08,0.8485,8.85
GammaRetail,9,recession,919601,183174,180313,0.98,8.75,99523,expand_market,3,1632279,0.21,0.0408,6.86
GammaRetail,20,recession,819509,131110,208283,0.91,9.15,48928,price_cut,5,1605645,0.22,0.1318,6.05
AlphaCorp,10,stagnation,54226,188281,150365,0.93,4.5,30491,launch_product,4,311759,0.13,0.6192,2.09
AlphaCorp,5,growth,466007,136834,237543,1.18,2.09,78154,expand_market,5,987032,0.24,0.3987,4.29
GammaRetail,13,stagnation,792923,19451,192220,1.18,8.56,27697,marketing_blitz,10,1175561,0.08,0.3598,2.86
GammaRetail,9,stagnation,936690,13027,259245,0.84,1.05,76131,price_cut,9,1894639,0.21,0.9499,4.33
DeltaHealth,2,stagnation,401041,140220,87905,0.88,5.03,4821,invest_rnd,3,1577611,0.29,0.2273,7.01
DeltaHealth,18,growth,832516,175146,135390,1.17,2.32,55973,marketing_blitz,3,1383767,0.32,0.4138,8.14
GammaRetail,21,stagnation,418988,138580,146665,1.05,9.12,96074,price_cut,1,967257,0.06,0.6064,5.12
DeltaHealth,1,stagnation,879910,143224,140243,1.08,8.82,3124,expand_market,4,1024720,0.32,0.4967,4.63
DeltaHealth,24,growth,762864,127050,78482,0.94,2.24,63864,expand_market,4,534581,0.36,0.5276,7.15
BetaTech,21,growth,615361,95868,279083,0.9,5.96,57635,invest_rnd,9,893752,0.12,0.3049,6.59
DeltaHealth,12,stagnation,842593,147384,233202,0.98,3.11,40442,launch_product,6,1952110,0.22,0.5148,6.31
AlphaCorp,10,recession,409609,36999,248389,0.94,5.63,17946,invest_rnd,8,1816324,0.3,0.258,7.64
DeltaHealth,2,stagnation,874661,114455,59651,1.18,9.79,49922,launch_product,6,182125,0.21,0.7992,6.16
DeltaHealth,9,growth,518429,131725,138161,0.87,3.07,31794,marketing_blitz,10,345859,0.39,0.9817,3.69
GammaRetail,2,growth,51628,46083,69325,1.2,1.59,29302,marketing_blitz,3,362398,0.4,0.5415,9.19
AlphaCorp,23,growth,909948,19897,37268,1.16,3.29,44523,expand_market,2,335692,0.25,0.1921,4.37
DeltaHealth,24,recession,414686,148131,131499,1.03,9.86,79354,invest_rnd,1,434148,0.11,0.0273,7.15
DeltaHealth,22,growth,998878,19245,148434,0.94,1.74,64741,price_cut,4,1218207,0.26,0.6955,3.91
BetaTech,14,recession,883324,157869,38403,1.09,1.34,9511,price_cut,4,1625667,0.33,0.3722,4.36
DeltaHealth,11,growth,651699,88248,259845,0.99,2.36,80516,price_cut,7,1062505,0.33,0.1216,8.91
DeltaHealth,23,growth,335124,145820,188599,0.95,8.26,85868,price_cut,10,499542,0.22,0.3829,7.53
BetaTech,11,stagnation,215835,68849,243841,0.93,5.24,87299,expand_market,7,459546,0.37,0.6285,9.87
GammaRetail,17,recession,453517,50921,154907,0.83,4.05,23687,price_cut,8,1077293,0.17,0.0704,7.81
DeltaHealth,4,stagnation,771491,135634,102948,0.97,6.92,86864,expand_market,4,1636849,0.2,0.3579,3.4
BetaTech,13,recession,526075,109453,260506,0.9,1.87,65524,price_cut,8,874810,0.1,0.8698,6.47
AlphaCorp,7,growth,362595,175336,153092,0.81,7.27,37890,expand_market,7,254907,0.28,0.3289,3.27
GammaRetail,16,growth,438774,96065,290061,0.89,3.74,70046,invest_rnd,1,1314863,0.26,0.0894,9.61
AlphaCorp,1,recession,333942,182480,151640,0.89,8.71,27257,marketing_blitz,3,1032993,0.2,0.431,6.38
AlphaCorp,13,stagnation,763856,74419,153945,0.92,7.52,76613,expand_market,3,1882030,0.39,0.2309,8.87
BetaTech,1,recession,505019,42032,279294,1.18,8.9,51080,expand_market,4,1455914,0.2,0.8077,2.24
DeltaHealth,11,recession,817042,79860,57625,1.16,2.66,49877,marketing_blitz,7,74477,0.18,0.1499,4.97
BetaTech,6,recession,797566,196142,12914,0.81,2.34,89873,expand_market,1,728986,0.17,0.6893,3.49
BetaTech,20,growth,675608,129504,105923,0.9,7.4,78024,invest_rnd,7,867269,0.14,0.3074,8.82
BetaTech,3,recession,59589,38888,119946,0.98,9.29,13848,launch_product,8,588759,0.24,0.4106,1.01
BetaTech,12,growth,806533,10374,66934,0.91,8.24,53689,marketing_blitz,9,1132253,0.05,0.6001,4.73
GammaRetail,5,stagnation,947683,72164,94553,0.96,9.47,77989,expand_market,8,1021829,0.12,0.9956,8.92
DeltaHealth,9,growth,917065,190655,160561,1.13,1.1,37564,invest_rnd,7,226927,0.14,0.6677,2.41
AlphaCorp,12,stagnation,681944,134314,144603,1.03,2.61,16356,price_cut,4,734817,0.23,0.1705,6.43
AlphaCorp,10,stagnation,360366,28959,261273,0.97,6.57,62548,marketing_blitz,5,15664,0.34,0.9898,1.48
DeltaHealth,19,stagnation,56381,9594,65760,0.99,4.8,52052,price_cut,10,1606405,0.09,0.1483,3.33
AlphaCorp,5,growth,140907,105451,233089,0.91,7.89,75513,invest_rnd,3,414184,0.12,0.471,8.96
DeltaHealth,5,recession,295567,1764,221044,0.88,1.61,16519,marketing_blitz,1,1771628,0.27,0.1952,7.52
AlphaCorp,9,growth,545650,58115,277918,0.88,6.68,76685,expand_market,2,683441,0.15,0.9938,2.92
BetaTech,20,stagnation,893047,199443,91921,1.12,9.36,64968,launch_product,2,135974,0.23,0.359,3.23
AlphaCorp,17,recession,735948,13409,36220,0.88,3.07,13859,launch_product,8,125420,0.37,0.2224,8.59
DeltaHealth,10,growth,118453,20386,22323,1.16,7.13,10807,expand_market,6,1668646,0.27,0.5481,2.63
DeltaHealth,21,stagnation,77115,65195,59967,0.98,4.09,73695,invest_rnd,7,1222514,0.31,0.8423,4.96
DeltaHealth,1,stagnation,316497,24510,85826,1.01,4.34,61520,price_cut,9,1397072,0.31,0.0104,2.89
DeltaHealth,22,recession,650450,28338,269843,1.04,5.63,7298,invest_rnd,3,1299814,0.32,0.3283,8.99
DeltaHealth,16,growth,382045,14552,240002,0.92,3.73,63364,marketing_blitz,4,557939,0.39,0.4869,1.42
GammaRetail,15,recession,338720,4124,230763,1.16,9.7,97455,launch_product,8,880784,0.12,0.9468,1.0
GammaRetail,23,recession,163506,135267,91018,1.04,1.39,85997,launch_product,8,1744466,0.2,0.3266,6.38
AlphaCorp,17,recession,397182,91421,226858,1.16,7.6,27473,expand_market,6,1610203,0.12,0.1549,3.01
DeltaHealth,20,recession,990637,171835,247524,1.0,1.73,83946,marketing_blitz,9,1992033,0.34,0.2375,7.42
AlphaCorp,13,growth,355845,143224,275493,0.82,8.69,60510,marketing_blitz,4,1701184,0.15,0.6989,5.95
DeltaHealth,1,recession,517897,138913,273870,0.81,5.29,49486,launch_product,10,1040945,0.09,0.0054,6.24
DeltaHealth,8,stagnation,141837,121844,67325,0.92,3.01,44782,price_cut,3,1003879,0.38,0.8394,2.9
GammaRetail,5,stagnation,174390,167096,21065,1.14,5.42,88879,marketing_blitz,10,970722,0.3,0.5116,4.21
GammaRetail,6,stagnation,133661,77851,78617,0.91,9.6,37313,invest_rnd,6,120907,0.12,0.613,7.43
BetaTech,23,recession,492159,9078,217505,0.99,2.47,35206,expand_market,7,1059601,0.28,0.5546,9.84
GammaRetail,20,stagnation,511210,39787,177496,0.88,6.45,24205,invest_rnd,1,1001923,0.2,0.0515,7.2
BetaTech,14,growth,601756,132921,64565,1.1,5.27,20232,marketing_blitz,4,1288048,0.07,0.7628,7.87
BetaTech,22,recession,436998,25682,167699,1.07,7.28,13752,expand_market,1,1400549,0.12,0.6765,6.44
BetaTech,23,recession,768972,197104,17785,1.16,2.56,23824,launch_product,10,1864071,0.26,0.196,9.14
BetaTech,11,recession,351267,52823,290496,0.94,6.36,50911,invest_rnd,6,1062481,0.37,0.3603,1.76
BetaTech,6,growth,567488,91231,71975,1.19,8.66,6284,invest_rnd,10,1010875,0.31,0.8474,1.76
AlphaCorp,11,recession,816896,7210,270180,1.15,1.23,59836,invest_rnd,4,1630101,0.27,0.2351,3.02
GammaRetail,13,recession,646887,159682,183415,0.98,8.22,3651,invest_rnd,8,1712569,0.21,0.2071,1.43
BetaTech,12,stagnation,807001,113721,248913,1.14,5.27,97709,expand_market,10,1884835,0.23,0.812,1.25
